Word,POS
자초,NNG
탄탄대로,NNG
금식,NNG
거주,NNG
확진,NNG
이송,NNG
음압,NNG
병동,NNG
부부간,NNG
요령껏,MAG
가족계획,NNG
흡기,NNG
축농증,NNG
.지,NNG
연계,NNG
가혹,NNG
경위,NNG
타이밍,NNG
오다가다,MAG
초코바,NNG
초코바랑,NNP
적임자,NNG
출장지,NNG
지도사,NNG
가계,NNG
일거양득,NNG
골다공증,NNG
필라테스,NNG
육류,NNG
타계,NNG
생전,NNG
열흘간,NNG
선별,NNG
패션,NNG
젬병,NNG
소유주,NNG
더더욱,MAG
폭주,NNG
실물,NNG
예술,NNG
액,NNG
우편,NNG
더구나,MAG
거덜,NNG
가설,NNG
약장수,NNG
음성,NNG
노약자,NNG
젊음,NNG
구호,NNG
허사,NNG
반려견,NNG
오줌,NNG
단속,NNG
부실,NNG
기안,NNG
적이,MAG
건강염려증,NNP
해독,NNG
수동,NNG
담대,NNG
관리부,NNG
부친,NNG
십시일반,NNG
과체중,NNP
상위,NNG
두각,NNG
골밀도,NNG
연하,NNG
옷장,NNG
고도,NNG
일환,NNG
양반,NNG
야산,NNG
홀대,NNG
난데없이,MAG
운동회,NNG
답사,NNG
및,MAG
댓글,NNG
삼십육,NR
수양,NNG
연결,NNG
더없이,MAG
중학,NNG
지지자,NNG
물색,NNG
영문,NNG
전담,NNG
경영학,NNG
초밥,NNG
분란,NNG
제안서,NNG
비밀연애,NNP
구직자,NNG
스르르,MAG
호언장담,NNG
중고차,NNG
평생토록,MAG
궁지,NNG
의혹,NNG
귀인,NNG
기우,NNG
과로사,NNG
팔팔,MAG
대기,NNG
마흔다섯,NR
치중,NNG
철수,NNP
님,NNG
아크,NNG
바틱,NNP
베테랑,NNG
공방,NNG
실현,NNG
복부,NNG
개편,NNG
제트,NNG
주재원,NNG
하우스,NNG
푸어,NNG
겨우겨우,MAG
약물,NNG
공황,NNG
시누,NNG
헤딩,NNG
우여곡절,NNG
이해심,NNG
광고주,NNG
후속,NNG
황반변성,NNP
사립학교,NNG
정교사,NNG
제사,NNG
드,NNP
노동부,NNG
어떡하지,NNP
골골,MAG
호사,NNG
강압,NNG
조문,NNG
천장,NNG
절대로,MAG
쥐구멍,NNG
둥글둥글,MAG
무뚝뚝,NNG
마감일,NNG
만두,NNG
제자리걸음,NNG
백화점,NNG
서툰,NNG
곤혹,NNG
식중독,NNG
회의실,NNG
개성,NNG
중재자,NNG
역,NNG
일방통행,NNG
인색,NNG
낙천,NNG
토실토실,MAG
전략,NNG
기획실,NNG
핵심,NNG
시민,NNG
지자체,NNG
단순히,MAG
오월,NNG
집단,NNG
무역,NNG
프랑스어,NNP
.고과,NNG
감히,MAG
문명,NNG
미성년자,NNG
경신,NNG
이러다가,MAG
인구,NNG
또는,MAG
오른쪽,NNG
안쪽,NNG
정형외과,NNG
한방,NNG
소품,NNG
순식간,NNG
전시회,NNG
캐릭터,NNG
주변인,NNG
푼돈,NNG
선동,NNG
볼일,NNG
웨딩드레스,NNG
근무지,NNG
흑,NNG
고등어,NNG
맘껏,MAG
소장,NNG
인출,NNG
배드민턴,NNG
상벌,NNG
분쟁,NNG
물리치료,NNP
노모,NNG
말벗,NNG
판단력,NNG
프로세스,NNG
전산,NNG
신청자,NNG
확보,NNG
일차,NNG
본,NNG
중견,NNG
급성,NNG
발인,NNG
중복,NNG
난산,NNG
앙금,NNG
헤드헌터,NNP
국문,NNG
매출액,NNG
찌뿌둥해,NNG
판,NNG
사이클,NNG
돌연사,NNG
비율,NNG
딴판,NNG
생명,NNG
쓰레기통,NNG
제약,NNG
바가지,NNG
신혼부부,NNG
국민신문고,NNP
불평불만,NNG
언론,NNG
수직,NNG
동정심,NNG
재무제표,NNG
생체,NNG
새옹지마,NNG
하나둘,NNG
건너편,NNG
효자,NNG
횡단보도,NNG
횡단,NNG
.조,NNG
미련,NNG
건성,NNG
외교,NNG
외교관,NNG
아이와,NNP
그럼,MAG
축구공,NNG
기말,NNG
지정,NNG
이날,NNG
코치,NNG
부고,NNG
공양,NNG
아들내미,NNG
딸내미,NNG
식모,NNG
묵묵히,MAG
가까스로,MAG
물정,NNG
느릿느릿,MAG
절실히,MAG
혈액,NNG
순환,NNG
찌릿찌릿,MAG
간헐,NNG
느긋이,MAG
방조,NNG
아사,NNG
투찰,NNG
낙찰,NNG
열불,NNG
담판,NNG
요건,NNG
맞이,NNG
별도,NNG
싱글,NNG
책임자,NNG
어렵사리,MAG
녀석,NNG
눈코,NNG
경쟁사,NNG
오퍼,NNG
재택,NNG
축소,NNG
공기관,NNG
호형호제,NNG
팀장급,NNG
동문,NNG
총무,NNG
갑작스레,MAG
정착,NNG
건조,NNG
경각심,NNG
참관,NNG
밭,NNG
평화,NNG
장년,NNG
상당,NNG
임산부,NNG
완성도,NNG
열등,NNG
대세,NNG
충당,NNG
섹스리스,NNG
십상,NNG
용종,NNP
육식,NNG
번아웃,NNG
가늠,NNG
내면,NNG
촌,NNG
만감,NNG
교차,NNG
.메모,NNG
콘테스트,NNG
개최,NNG
부상,NNG
재검,NNG
달걀,NNG
견과,NNG
소스,NNG
키위,NNG
동글동글,MAG
칼로리,NNG
게재,NNG
배후,NNG
지체,NNG
장롱,NNG
해물탕,NNG
수산,NNG
재료,NNG
일원,NNG
어언,MAG
곗돈,NNG
야반도주,NNG
보약,NNG
발뺌,NNG
각질,NNG
골수,NNG
경색,NNG
심장병,NNG
서,NNG
꼼짝,MAG
깁스,NNG
엑스레이,NNG
연골,NNG
수록,NNG
신형,NNG
단어,NNG
만화,NNG
런닝맨,NNP
상이,NNG
.과제,NNG
.힘,NNG
실패작,NNG
찬찬히,MAG
어깃장,NNG
구입,NNG
미투,NNG
궁,NNG
그이,NP
큰애,NNG
베이비부머,NNG
균형,NNG
명목,NNG
센스,NNG
주의자,NNG
냉동식품,NNG
대물림,NNG
모텔,NNG
메이커,NNG
어리바리,NNG
걸레,NNG
타령,NNG
베스트프,NNG
랜드,NNG
더치페이,NNP
도우느,NNG
숙지,NNG
스쿠버,NNG
다이빙,NNG
주요,NNG
원동력,NNG
소감,NNG
표현력,NNG
폭식,NNG
로봇,NNG
소변,NNG
대중,NNG
근본,NNG
노크,NNG
무교,NNP
기독교,NNG
성장기,NNG
돌연,MAG
집구석,NNG
박탈감,NNG
막냇,NNG
워라밸,NNG
뾰족,MAG
기차,NNG
세차,NNG
왈가왈부,NNG
정돈,NNG
임대,NNG
뻥,MAG
잡일,NNG
말단,NNG
복대,NNG
스물여섯,NR
작문,NNG
후유증,NNG
과학,NNG
실험,NNG
알뜰,NNG
이왕이면,MAG
빚보증,NNG
각서,NNG
오피스텔,NNG
간염,NNG
배송,NNG
토대,NNG
절망감,NNG
공로,NNG
난이도,NNG
자제력,NNG
경고,NNG
글자,NNG
오리엔테이션,NNG
하락세,NNG
외형,NNG
진출,NNG
종료,NNG
선거,NNG
.판매처,NNG
시험관,NNG
인터뷰,NNG
코인,NNG
잡생각,NNG
붕,MAG
새끼,NNG
발가락,NNG
배지,NNG
석,NNG
유통,NNG
매운탕,NNG
위원장,NNG
한결같이,MAG
당번,NNG
간수,NNG
하대,NNG
작은딸,NNG
허위,NNG
풀이,NNG
무작정,MAG
점장,NNG
비속어,NNG
기관지,NNG
간접,NNG
대외비,NNG
연체,NNG
담보,NNG
의병,NNG
전역,NNG
로비,NNG
근데,MAG
형부,NNG
차트,NNG
구멍,NNG
주차장,NNG
피티,NNG
연루,NNG
위아래,NNG
수위,NNG
멘붕,NNG
인테리어,NNG
원격,NNG
개학,NNG
시안,NNP
요실금,NNG
전업주부,NNG
명령,NNG
공손히,MAG
내실,NNG
힘듦,NNP
연세,NNG
바이러스,NNG
내조,NNG
증오,NNG
천국,NNG
원장,NNG
에어컨,NNG
다락방,NNG
휴게,NNG
마인드,NNG
영향력,NNG
필수,NNG
스스럼없이,MAG
절로,MAG
외딴섬,NNP
실질,NNG
연상녀,NNP
깍듯이,MAG
늦둥이,NNG
남매,NNG
리액션,NNP
일거리,NNG
덥석,MAG
방탕,NNG
뜬구름,NNG
택배업,NNG
택배,NNG
운반,NNG
비교적,MAG
.과,NNG
현직,NNG
새로움,NNG
애경사,NNG
품앗이,NNG
수억,NR
채권,NNG
회수,NNG
살길,NNG
박동,NNG
스텐트,NNG
삽입,NNG
협심증,NNG
간격,NNG
덜컥,MAG
달랑,MAG
빈집,NNG
입버릇,NNG
소신,NNG
축적,NNG
병마,NNG
연명,NNG
처자식,NNG
판막증,NNG
일가,NNG
소일,NNG
무일푼,NNG
요로,NNG
배뇨,NNG
이해관계,NNG
혼사,NNG
인명,NNG
재천,NNG
교훈,NNG
노여움,NNG
응모,NNG
연유,NNG
복원,NNG
제거,NNG
융자,NNG
알바,NNG
만료,NNG
퇴행,NNG
활동력,NNG
육체노동,NNG
어금니,NNG
마취,NNG
유튜버,NNP
거역,NNG
봉투,NNG
직능,NNG
수행력,NNG
지난해,NNG
염증,NNG
실금,NNG
삼겹살,NNG
전쟁,NNG
건달,NNG
심술,NNG
주름투성이,NNG
반면,NNG
잡곡,NNG
더위,NNG
전기세,NNG
폭탄,NNG
피자,NNG
햇빛,NNG
잡티,NNG
미관,NNG
자외선,NNG
차단제,NNG
조례,NNG
거명,NNG
지도,NNG
살기,NNG
적반하장,NNG
품행,NNG
충성,NNG
예정자,NNG
뒷머리,NNG
인품,NNG
난도,NNG
인재상,NNG
설령,MAG
인종,NNG
정적,NNG
동경,NNG
생존,NNG
공적,NNG
상소,NNG
비치,NNP
물결,NNG
안건,NNG
초산,NNG
불교,NNG
틴트,NNP
버릇없이,MAG
고위,NNG
공직자,NNG
눈높이,NNG
매칭,NNG
경제력,NNG
의절,NNG
잡담,NNG
조산,NNG
체념,NNG
사명감,NNG
팬,NNG
훗날,NNG
습성,NNG
콜로라도,NNP
교인,NNG
이삿짐,NNG
연고지,NNG
속임수,NNG
환전,NNG
석차,NNG
이유라,NNP
까닥,MAG
목록,NNG
결론,NNG
예물,NNG
차단,NNG
반바지,NNG
갓,MAG
병아리,NNG
변함없이,MAG
.잦,NNG
동거,NNG
협박,NNG
수사대,NNG
계리,NNP
융합,NNG
프로그래밍,NNG
주입식,NNG
촛불,NNG
녀,NNG
하늘나라,NNG
환호,NNG
전전,NNG
두고두고,MAG
돌싱,NNG
자꾸만,MAG
.호의,NNG
성대모사,NNG
티켓,NNG
커리어,NNG
욕지기,NNG
나이키,NNP
바리스타,NNG
커트라인,NNG
광속,NNG
기획사,NNG
캐스팅,NNG
트랜스젠더,NNG
이때,NNG
신용등급,NNP
질문지,NNG
연상,NNG
취약점,NNG
부채,NNG
안일,NNG
신경전,NNG
때때로,MAG
기쁘다마,NNG
돌,NNG
만점,NNG
잠수,NNG
침,NNG
지민,NNP
정색,NNG
혼수상태,NNG
휴식기,NNG
은근슬쩍,MAG
뒤치다꺼리,NNG
서커스단,NNG
높이,NNG
깔,NNG
센티,NNG
배우,NNG
샷,NNG
부랴부랴,MAG
심화,NNG
난관,NNG
냉면,NNG
지하철역,NNG
폭우,NNG
비행사,NNG
비행기,NNG
안락,NNG
납골당,NNG
따,NNG
포교,NNG
영희,NNP
주시,NNG
한시,NNG
서비스업,NNG
한판,NNG
멘탈,NNG
전남편,NNG
투어,NNG
롤,NNG
머릿수,NNG
부임,NNG
.쓰,NNG
위자료,NNG
영업부,NNG
임기응변,NNG
빽,NNG
자본주의,NNG
준비물,NNG
후회되고,NNG
잔인,NNG
다과,NNG
.상사,NNG
자포자기,NNG
젠틀해,NNG
과자,NNG
가족사,NNG
옹호,NNG
내복,NNG
허세,NNG
쌀,NNG
캔,NNG
기물,NNG
능력자들,NNP
능력자,NNG
행태,NNG
붕괴,NNG
화요일,NNG
죄송,NNG
소속감,NNG
골반,NNG
신념,NNG
늘그막,NNG
어리광,NNG
특이,NNG
징조,NNG
잔심부름,NNG
머슴,NNG
애초,NNG
전송,NNG
제빵사,NNP
제빵,NNG
축하금,NNG
귓등,NNG
배우자와,NNG
시시각각,NNG
진상,NNG
내정자,NNG
꼬치꼬치,MAG
본가,NNG
외도,NNG
천지,NNG
궁극,NNG
버킷,NNG
합심,NNG
과실,NNG
강릉,NNP
서핑,NNG
아찔,MAG
동일,NNG
후자,NNG
베이킹,NNG
왜냐면,MAG
끝끝내,MAG
눈썹,NNG
시시,NNG
고어,NNG
부사,NNG
여분,NNG
공학,NNG
쐐기,NNG
물욕,NNG
.에어프라,NNG
이어,NNG
심도,NNG
친절히,MAG
무인도,NNG
답례,NNG
분리,NNG
수거,NNG
함,NNG
연대,NNG
가동,NNG
가산점,NNG
안산,NNP
가발,NNG
룩,NNG
널,NNG
키즈,NNG
반려동물,NNG
스케줄,NNG
삼일,NNP
사진첩,NNG
학연,NNG
색,NNG
의외로,MAG
당일치기,NNG
코스,NNG
주먹,NNG
클럽,NNG
비자,NNG
출국,NNG
똥오줌,NNG
치기,NNG
유행어,NNG
개그,NNG
셈,NNG
반대편,NNG
실무,NNG
포트폴리오,NNG
톤,NNG
대국민,NNG
캠페인,NNG
애플리케이션,NNG
폄하,NNG
예능,NNG
파스타,NNG
이하,NNG
탕진,NNG
크로크무슈,NNG
모카,NNP
혜인,NNP
.혜,NNG
고의,NNG
케이스,NNG
괴로워,NNP
인프라,NNG
재난,NNG
대대로,MAG
사업가,NNG
갈팡질팡,MAG
경희대,NNP
수도,NNG
서프라이즈,NNP
배터리,NNG
방전,NNG
알바몬,NNP
어플,NNG
심야,NNG
얼음,NNG
명동,NNP
국비,NNG
반반,NNG
철도,NNG
중지,NNG
별문제,NNG
본분,NNG
신장결석,NNP
공통점,NNG
손찌검,NNG
경찰차,NNG
미션,NNG
노고,NNG
경지,NNG
리스트,NNG
황혼,NNG
지난밤,NNG
명작,NNG
근로,NNG
특수,NNG
공신,NNG
근원,NNG
띵,MAG
삼계탕,NNG
난간,NNG
메달,NNG
시골집,NNG
연초,NNG
이백,NR
결재서류,NNG
남이면,NNP
하숙집,NNG
적막,NNG
본격,NNG
우등상,NNG
거듭,MAG
자본,NNG
술값,NNG
치킨집,NNG
독선,NNG
소설가,NNG
집필,NNG
소설,NNG
일주,NNG
크루즈,NNG
닭,NNG
가슴살,NNG
이달,NNG
밤낮없이,MAG
수칙,NNG
일석이조,NNG
이해력,NNG
통계,NNG
기본기,NNG
경위서,NNG
산골,NNG
터널,NNG
굴착,NNG
만화책,NNG
지연,NNG
사정사정,NNG
체결,NNG
증원,NNG
출근길,NNG
분리수거,NNG
근사,NNG
처가랑,NNG
목공,NNG
아주버님,NNG
비명,NNG
바득바득,MAG
비티에스,NNG
과학고,NNG
분장,NNG
현역,NNG
하여간,MAG
영수증,NNG
순수익,NNG
부팅,NNG
에스프레소,NNG
단골손님,NNG
본보기,NNG
놈,NNG
산악회,NNG
투표,NNG
만장일치,NNG
이랑,NNG
불화,NNG
사물,NNG
유혹,NNG
아파서,NNP
처치,NNG
위궤양,NNG
중환자실,NNG
상속,NNG
김치,NNG
겉절이,NNG
홈트,NNG
폐인,NNG
차차,MAG
미정,NNG
반주,NNG
초기에,NNG
그림자,NNG
위기감,NNG
복약,NNG
매각,NNG
매도,NNG
본부장,NNG
본부,NNG
욜,NNG
불룩,MAG
차일피일,MAG
패배감,NNG
배제,NNG
급전,NNG
범주,NNG
접,NNG
보전,NNG
수단,NNG
특허,NNG
삼수,NNG
근검절약,NNG
엉덩이,NNG
중병,NNG
매너리즘,NNG
빡빡,MAG
쇼윈도,NNG
저혈압,NNG
단합,NNG
폐경기,NNG
종잣돈,NNG
숱,NNG
앞니,NNG
척도,NNG
깜빡깜빡,MAG
구십,NR
울화통,NNG
상추,NNG
물기,NNG
싱크대,NNG
설거지통,NNG
탁탁,MAG
근절,NNG
현미,NNG
백미,NNG
식감,NNG
다혈질,NNG
노상,NNG
출구,NNG
목동,NNP
납부,NNG
오른팔,NNG
월경,NNG
성당,NNG
첫걸음,NNG
제어,NNG
거,NP
구독,NNG
퇴화,NNG
가급적,MAG
미숙아,NNG
족,NNG
근막,NNP
일자,NNG
갑상선,NNG
명세서,NNG
미장원,NNG
콩나물,NNG
금고,NNG
남김없이,MAG
화랑,NNG
샌들,NNG
찌뿌둥,NNG
의료,NNG
강하제,NNG
과제물,NNG
왕래,NNG
인적,NNG
소망,NNG
시니어,NNG
이모작,NNG
탐,NNG
상임,NNG
발톱,NNG
무좀,NNG
균,NNG
!체,NNG
고협압,NNG
쓴소리,NNG
미숙,NNG
아무거,NP
안사람,NNG
난소,NNG
단번에,MAG
찬밥,NNG
암흑,NNG
보류,NNG
용어,NNG
명,NNG
사전,NNG
고지,NNG
외부,NNG
가중,NNG
딴소리,NNG
가계부라,NNG
서서,NNP
이타,NNG
입주,NNG
유용,NNG
화만,NNP
북,NNG
우발,NNG
사이비,NNG
거사,NNG
슬리퍼,NNG
천생연분,NNG
그놈,NP
밀라노,NNP
인턴십,NNP
리포트,NNG
현지,NNG
.진,NNG
상종,NNG
앱,NNG
.과외,NNG
운동법,NNG
홈쇼핑,NNG
어항,NNG
빅데이터,NNG
관계없이,MAG
열정,NNG
머리숱,NNG
씨씨,NNG
감시,NNG
보신탕,NNG
교감,NNG
소비자원,NNP
캐드,NNG
도면,NNG
눈초리,NNG
작업복,NNG
동물원,NNG
원숭이,NNG
뉘앙스,NNG
견적서,NNG
종업원,NNG
요금소,NNG
.아,NNG
엠,NNG
아르,NNG
행위,NNG
이외,NNG
수저,NNG
젓가락,NNG
조제,NNG
자진,NNG
요사이,NNG
용인,NNG
.치,NNG
익스트림,NNP
스포츠,NNG
흥분감,NNG
장삿속,NNG
구상,NNG
진취,NNG
직위,NNG
가면,NNG
기여도,NNG
우유부단,NNG
깜박깜박,MAG
그제야,MAG
상사면,NNP
진통제,NNG
여권,NNG
산책길,NNG
중간중간,NNG
발등,NNG
한의원,NNG
단절감,NNG
중역,NNG
이용자,NNG
결단,NNG
밤샘,NNG
약사,NNG
약대,NNG
우르르,MAG
어쩌라고,NNP
쭈글쭈글,MAG
유부녀,NNG
본모습,NNG
편법,NNG
저속,NNG
신물,NNG
버젓이,MAG
명문,NNG
눈병,NNG
찔끔찔끔,MAG
케겔,NNG
블라우스,NNG
러닝머신,NNG
볕,NNG
피임,NNG
사후,NNG
피임약,NNG
첨삭,NNG
.외근,NNG
얼렁뚱땅,MAG
여덟,NR
강경,NNG
소진,NNG
일희일비,NNG
마침내,MAG
학수고대,NNG
심려,NNG
수렴,NNG
실행,NNG
요직,NNG
문란,NNG
아슬아슬,MAG
전무,NNG
내근,NNG
동경심,NNG
기성세대,NNG
실마리,NNG
일어,NNP
사교육비,NNG
한라산,NNP
게을리,MAG
식도암,NNP
부위,NNG
전이,NNG
간접흡연,NNG
수영장,NNG
레인,NNP
무마,NNG
조작,NNG
보호사,NNG
문신,NNG
장악,NNG
부장급,NNG
스카이,NNP
압박감,NNG
이기심,NNG
꾀병,NNG
맹세,NNG
독신,NNG
망치,NNG
이웃사촌,NNG
화장법,NNG
제과,NNG
전국,NNG
외무,NNG
부대찌개,NNG
전생,NNG
다발,NNG
연일,NNG
하한,NNG
쿵쿵,MAG
공대,NNG
이탈리아,NNP
통신비,NNG
회상,NNG
하청,NNG
수건,NNG
제대,NNG
유언비어,NNG
밤잠,NNG
퉁퉁,MAG
야생,NNG
부정부패,NNG
기색,NNG
야단,NNG
자립,NNG
흰머리,NNG
구내,NNG
학교생활,NNG
사물함,NNG
뇌혈관,NNG
동맥류,NNG
크기,NNG
고자,NNG
태부족,NNG
배웅,NNG
쓸데없이,MAG
허물없이,MAG
확연히,MAG
따뜻이,MAG
기어이,MAG
겁쟁이,NNP
맡,NNG
임무,NNG
별말씀,NNG
멋,NNG
포인트,NNG
신통,NNG
점차로,MAG
방면,NNG
쭈뼛,MAG
양극,NNG
재화,NNG
동분서주,NNG
오천,NR
헤르페스,NNG
주주,NNG
증시,NNG
여파,NNG
맥락,NNG
안녕,NNG
이목,NNG
은수저,NNG
공론,NNG
수출,NNG
사인,NNG
유람선,NNG
일생,NNG
스마트폰,NNG
은어,NNG
.여유,NNG
앞일,NNG
이상형,NNG
작당,NNG
꼬리,NNG
지구,NNG
종말,NNG
침입,NNG
열흘,NNG
초저녁,NNG
증권,NNG
착오,NNG
해마다,MAG
절충안,NNG
낭비벽,NNG
주얼리,NNG
머피,NNP
법칙,NNG
입양,NNG
귤,NNG
상자,NNG
관문,NNG
패스트푸드점,NNG
콜라,NNG
머,NP
약혼자,NNG
부글부글,MAG
맞선,NNG
돌봄,NNG
후두,NNG
신경통,NNG
직후,NNG
방광암,NNP
림프,NNG
삼사십,NR
먼지,NNG
인사불성,NNG
텃밭,NNG
윤택,NNG
문상,NNG
계영,NNP
배영,NNG
주자,NNG
평영,NNG
자유형,NNP
당국,NNG
무수,NNG
억압,NNG
.이유,NNG
이견,NNG
숙취,NNG
스마트,NNG
밴드,NNG
임원진,NNG
소모품,NNG
요구서,NNG
조속히,MAG
숨쉬기,NNG
청계천,NNP
산책로,NNG
성취감,NNG
고삼,NNG
모자람,NNG
잡무,NNG
사업장,NNG
원자력,NNG
사수이,NNG
콜,NNG
어머님께,NNP
단풍,NNG
냉전,NNG
가지가지,NNG
띄엄띄엄,MAG
덧없이,MAG
격리,NNG
토요일,NNG
할증,NNG
조제료,NNG
사지,NNG
육십오,NR
운전면허,NNG
왼쪽,NNG
찜질,NNG
무선,NNG
자명종,NNG
악착,NNG
삼백,NR
탑,NNG
엄수,NNG
단정,NNG
일감,NNG
조롱,NNG
몰락,NNG
갑부,NNG
재벌,NNG
만날,MAG
수용,NNG
.팀,NNG
글로벌,NNG
도약,NNG
끼리끼리,MAG
수천만,NR
치장,NNG
잇,NNG
벌금,NNG
각오,NNG
서약서,NNG
법무,NNG
근대,NNG
규약,NNG
순번,NNG
의외,NNG
흔히,MAG
시공사,NNG
뒷돈,NNG
사임,NNG
근거리,NNG
신자,NNG
무종교,NNP
성경,NNG
구절,NNG
건사,NNG
적용,NNG
까딱하면,MAG
오직,MAG
관심거리,NNG
헤어스타일,NNG
에피소드,NNG
설비,NNG
도입,NNG
가전,NNG
알약,NNG
팬티,NNG
잠옷,NNG
정문,NNG
친정어머니,NNG
휴가비,NNG
재채기,NNG
의아,NNG
동의서,NNG
화장대,NNG
최대,NNG
찌개,NNG
부각,NNG
피크,NNG
본의,NNG
장애인,NNG
하루살이,NNG
자매,NNG
신앙,NNG
제목,NNG
코웃음,NNG
쓰레기봉투,NNG
오백만,NR
장본인,NNG
나날이,MAG
곰팡이,NNG
껍데기,NNG
질질,MAG
진저리,NNG
근성,NNG
도돌이표,NNP
로맨틱,NNG
동유럽,NNP
특채,NNG
인간미,NNG
무기,NNG
밸런스,NNG
일본,NNP
컨트롤,NNG
사가,NNG
상실,NNG
블루,NNG
여우,NNG
직할,NNG
무언,NNG
친구분,NNG
통제,NNG
봉양,NNG
양호,NNG
선택지,NNG
충분,NNG
깜빡이,NNG
차량,NNG
소나타,NNP
그랜저,NNG
동이,NNG
영식이,NNP
티격태격,MAG
어깨도,NNG
.대외,NNG
국회의원,NNG
포르쉐,NNP
관찰,NNG
양처,NNG
피디,NNG
봉지,NNG
메인,NNG
경비원,NNG
메이트,NNG
악수,NNG
가점,NNG
존댓말,NNG
구단,NNG
방출,NNG
이적,NNG
러브콜,NNP
일장기,NNG
표지,NNG
커피믹스,NNG
의뢰,NNG
예술가,NNG
밥집,NNG
제작,NNG
초임,NNG
사천,NR
미스터리,NNG
여념,NNG
하버드,NNP
콤플렉스,NNG
분가,NNG
반추,NNG
중대,NNG
손해배상,NNP
식비,NNG
셋째,NNG
밥값,NNG
그전,NNG
자기소개,NNG
황무지,NNG
인형,NNG
통역사,NNG
어학연수,NNG
말레이시아,NNP
패스,NNG
위신,NNG
왜곡,NNG
약혼,NNG
파토,NNG
부질,NNG
멱살,NNG
블라인드,NNG
바꿔치기,NNG
음주운전,NNP
업로드,NNG
어휘,NNG
구매자,NNG
굼벵이,NNG
침범,NNG
여한,NNG
국정,NNG
애원,NNG
연령,NNG
오래도록,MAG
한나절,NNG
독수공방,NNG
커플링,NNG
내민,NNP
버르장머리,NNG
외할머니,NNG
동양인,NNG
외향,NNG
잠재,NNG
범죄자,NNG
실력자,NNG
공동체,NNG
군중,NNG
장부,NNG
완벽주의,NNP
결판,NNG
홍역,NNG
도구,NNG
불과,MAG
종강,NNG
생활관,NNG
어림,NNG
시시티브이,NNP
학식,NNG
구설수,NNG
감흥,NNG
세팅,NNG
휴지,NNG
수락,NNG
노이로제,NNG
낙동강,NNP
오리,NNG
알,NNG
팍팍,MAG
회독,NNG
훼방,NNG
울화,NNG
직함,NNG
주일,NNG
타깃,NNG
미모,NNG
어몽 어스,NNP
범,NNG
대졸자,NNG
괴리감,NNG
설렁설렁,MAG
취합,NNG
나랏돈,NNG
변심,NNG
성심,NNG
성의껏,MAG
쫄쫄,MAG
불쌍히,MAG
단벌,NNG
신사,NNG
중고,NNG
대여,NNG
겁나,MAG
레벨,NNG
달걀말이,NNG
쌤,NNG
에세이,NNG
왜냐하면,MAG
카카오,NNG
뒷일,NNG
착취,NNG
합세,NNG
반에,NNP
교장,NNG
덕목,NNG
찌질,NNG
수긍,NNG
복싱,NNG
지문,NNG
깡,NNG
구글,NNP
사고뭉치,NNG
끝내기,NNG
턱,MAG
캡처,NNG
배낭,NNG
동심,NNG
동산,NNG
시상식,NNG
사연,NNG
걸,NNG
팝송,NNG
상투,NNG
정규,NNG
발걸음,NNG
전개,NNG
직성,NNG
새것,NNG
경멸,NNG
성전환,NNG
소파,NNG
스테이크,NNG
어째서,MAG
최초,NNG
아이디,NNG
추적,NNG
추모,NNG
솔선수범,NNG
가보,NNG
병자,NNG
국가인권위원회,NNP
종이,NNG
출입문,NNG
긴급회의,NNG
향후,NNG
라인,NNG
인공지능,NNP
데이터,NNG
규정,NNG
신생,NNG
